viina_version,event_id_1pd,date,n_reports,event_ids,sources,geonameid,feature_code,asciiname,ADM1_NAME,ADM1_CODE,ADM2_NAME,ADM2_CODE,longitude,latitude,GEO_PRECISION,t_mil_b,a_rus_b,a_ukr_b,a_rus_init_b,a_ukr_init_b,a_civ_b,a_other_b,t_aad_b,t_airstrike_b,t_airalert_b,t_uav_b,t_armor_b,t_arrest_b,t_artillery_b,t_control_b,t_firefight_b,t_ied_b,t_raid_b,t_occupy_b,t_property_b,t_cyber_b,t_hospital_b,t_milcas_b,t_civcas_b,t_retreat_b,t_loc_b,t_san_b
bert_20250404023629,167347,20240101,1,869913,espreso,703656,PPLA2,Kupiansk,Kharkiv,1191,Kupians'ka,19188,37.614779,49.710797,ADM3,1,1,0,,,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
bert_20250404023629,186417,20240101,1,869914,espreso,705183,PPL,Slobozhans'ke,Kharkiv,1191,Zmiïvs'kyi,41407,36.505117,49.61494,ADM1,1,1,0,,,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
bert_20250404023629,240017,20240101,1,869915,espreso,709717,PPLA,Donetsk,Donets'k,655,Donets'ka,10139,37.80285,48.015884,ADM3,1,1,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
bert_20250404023629,287756,20240101,1,869916,espreso,713122,PPLA2,Avdiyivka,Donets'k,655,Iasynuvats'ka,14831,37.737003,48.150246,ADM3,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bert_20250404023629,136043,20240101,3,"869918, 869970, 872614","espreso, interfaxua, ria",702550,PPLA,Lviv,L'viv,1289,L'vivs'ka,19402,24.029898,49.839323,ADM3,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bert_20250404023629,89091,20240101,1,869919,espreso,698020,PPL,Pankivka,Luhans'k,1405,Luhans'ka,20910,39.348779,48.699789,ADM3,1,1,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
bert_20250404023629,70742,20240101,1,869920,espreso,695094,PPLX,Ruttschenkowo,Donets'k,655,Donets'ka,10139,37.675289,47.955082,ADM1,1,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
bert_20250404023629,159449,20240101,1,869921,espreso,703448,PPLC,Kyiv,Kiev City,1210,Shevchenkivs'kyi,33738,30.52355,50.450441,ADM3,1,1,0,,,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
bert_20250404023629,302574,20240101,1,869922,espreso,805500,PPL,Voronyne,Sumy,2356,Bilopils'kyi,4621,34.123755,51.106236,ADM1,1,1,0,,,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
bert_20250404023629,58196,20240101,5,"869923, 872633, 872637, 872641, 872642","espreso, ria",693805,PPLA2,Simferopol,Crimea,579,Simferopol's'ka,34229,34.0994127132379,44.9536335,ADM3,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bert_20250404023629,97152,20240101,1,869935,interfaxua,698740,PPLA,Odessa,Odessa,1800,Odes'ka,26260,30.731689,46.484213,ADM3,1,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
bert_20250404023629,97155,20240101,1,869936,interfaxua,698740,PPLA,Odessa,Odessa,1800,Odes'ka,26260,30.731689,46.484213,ADM3,1,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
bert_20250404023629,97154,20240101,1,869937,interfaxua,698740,PPLA,Odessa,Odessa,1800,Odes'ka,26260,30.731689,46.484213,ADM3,1,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
bert_20250404023629,302572,20240101,1,869938,interfaxua,805500,PPL,Voronyne,Sumy,2356,Bilopils'kyi,4621,34.123755,51.106236,ADM1,1,1,0,,,0,0,0,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
bert_20250404023629,79203,20240101,2,"869940, 869941",interfaxua,696032,PPLA2,Pustomyty,L'viv,1289,Pustomytivs'kyi,29580,23.916737,49.717495,ADM1,1,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
bert_20250404023629,159442,20240101,1,869942,interfaxua,703448,PPLC,Kyiv,Kiev City,1210,Shevchenkivs'kyi,33738,30.52355,50.450441,ADM3,1,0,0,,,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
bert_20250404023629,202833,20240101,3,"869943, 869973, 892709","interfaxua, liveuamap",706448,PPLA,Kherson,Kherson,1195,Khersons'ka,17890,32.614962,46.640319,ADM3,1,0,0,,,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
bert_20250404023629,248760,20240101,1,869944,interfaxua,709930,PPLA,Dnipro,Dnipropetrovs'k,650,Dnipropetrovs'ka,9966,35.046181,48.464717,ADM3,1,0,0,,,0,0,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
bert_20250404023629,252564,20240101,1,869945,interfaxua,710374,PPLA2,Chuhuiv,Kharkiv,1191,Chuhu‹vs'kyi,8040,36.679453,49.835274,ADM3,1,1,0,,,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
bert_20250404023629,14866,20240101,1,869946,interfaxua,687700,PPLA,Zaporizhzhya,Zaporizhzhya,2730,Zaporiz'ka,41153,35.138851,47.838312,ADM3,1,1,0,,,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
bert_20250404023629,222174,20240101,1,869947,interfaxua,707153,PPL,Kalinovka,Khmel'nyts'kyy,1196,Khmel'nyts'kyi,17914,26.92966,49.507388,ADM1,1,1,0,,,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
bert_20250404023629,97161,20240101,1,869948,interfaxua,698740,PPLA,Odessa,Odessa,1800,Odes'ka,26260,30.731689,46.484213,ADM3,1,1,0,,,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
bert_20250404023629,159441,20240101,1,869949,interfaxua,703448,PPLC,Kyiv,Kiev City,1210,Shevchenkivs'kyi,33738,30.52355,50.450441,ADM3,1,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
bert_20250404023629,85458,20240101,1,869950,interfaxua,697422,PPL,Petropavlivka,Cherkasy,497,Horodyshchens'kyi,14528,31.352326,49.26,ADM1,1,0,0,,,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
bert_20250404023629,64186,20240101,1,869951,interfaxua,694491,PPL,Seredyna-Buda,Sumy,2356,Seredyno-Buds'kyi,33405,34.030608,52.188687,STREET,1,1,0,,,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
bert_20250404023629,257028,20240101,1,869952,interfaxua,710735,PPLA,Chernihiv,Chernihiv,498,Chernihivs'ka,7660,31.298652,51.491007,ADM3,1,1,0,,,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
bert_20250404023629,317480,20240101,1,869953,interfaxua,8419787,PPL,Zakumske,Sumy,2356,Sums'kyi,35426,34.649116,50.955371,ADM2,1,1,0,,,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
bert_20250404023629,240014,20240101,1,869954,interfaxua,709717,PPLA,Donetsk,Donets'k,655,Donets'ka,10139,37.80285,48.015884,ADM3,1,0,0,,,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
bert_20250404023629,136047,20240101,1,869955,interfaxua,702550,PPLA,Lviv,L'viv,1289,L'vivs'ka,19402,24.029898,49.839323,ADM3,1,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
bert_20250404023629,240012,20240101,1,869957,interfaxua,709717,PPLA,Donetsk,Donets'k,655,Donets'ka,10139,37.80285,48.015884,ADM3,1,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
bert_20250404023629,271779,20240101,1,869958,interfaxua,712260,PPLA2,Beryslav,Kherson,1195,Beryslavs'kyi,4444,33.42942,46.841422,ADM3,1,1,0,,,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
bert_20250404023629,174277,20240101,1,869959,interfaxua,704422,PPLA2,Pokrovsk,Donets'k,655,Krasnoarmiis'kyi,18918,37.175601,48.280351,ADM3,1,1,0,,,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
bert_20250404023629,214567,20240101,1,869960,interfaxua,706483,PPLA,Kharkiv,Kharkiv,1191,Kharkivs'ka,17850,36.231202,49.992167,ADM3,1,1,0,,,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
bert_20250404023629,233660,20240101,1,869961,interfaxua,709354,PPLA2,Toretsk,Donets'k,655,Dzerzhyns'ka,10511,37.845879,48.395895,ADM3,1,1,0,,,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
bert_20250404023629,202836,20240101,2,"869962, 892654","interfaxua, liveuamap",706448,PPLA,Kherson,Kherson,1195,Khersons'ka,17890,32.614962,46.640319,ADM3,1,1,0,,,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
bert_20250404023629,345814,20240101,1,869963,interfaxua,11777953,PPL,Deremezna,Kiev,1209,Obukhivs'kyi,26204,30.476622,50.023928,ADM1,1,0,0,,,0,0,1,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
bert_20250404023629,302569,20240101,1,869964,interfaxua,805500,PPL,Voronyne,Sumy,2356,Bilopils'kyi,4621,34.123755,51.106236,ADM1,1,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
bert_20250404023629,302573,20240101,1,869965,interfaxua,805500,PPL,Voronyne,Sumy,2356,Bilopils'kyi,4621,34.123755,51.106236,ADM1,1,1,0,,,0,0,0,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
bert_20250404023629,159444,20240101,1,869966,interfaxua,703448,PPLC,Kyiv,Kiev City,1210,Shevchenkivs'kyi,33738,30.52355,50.450441,ADM3,1,0,0,,,0,0,1,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
bert_20250404023629,317479,20240101,1,869967,interfaxua,8419787,PPL,Zakumske,Sumy,2356,Sums'kyi,35426,34.649116,50.955371,ADM2,1,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
bert_20250404023629,248761,20240101,1,869968,interfaxua,709930,PPLA,Dnipro,Dnipropetrovs'k,650,Dnipropetrovs'ka,9966,35.046181,48.464717,ADM3,1,0,0,,,0,0,1,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
bert_20250404023629,302570,20240101,1,869969,interfaxua,805500,PPL,Voronyne,Sumy,2356,Bilopils'kyi,4621,34.123755,51.106236,ADM1,1,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
bert_20250404023629,202837,20240101,1,869971,interfaxua,706448,PPLA,Kherson,Kherson,1195,Khersons'ka,17890,32.614962,46.640319,ADM3,1,1,0,,,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
bert_20250404023629,287758,20240101,1,869972,interfaxua,713122,PPLA2,Avdiyivka,Donets'k,655,Iasynuvats'ka,14831,37.737003,48.150246,ADM3,1,0,0,,,0,0,0,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
bert_20250404023629,302571,20240101,1,869974,interfaxua,805500,PPL,Voronyne,Sumy,2356,Bilopils'kyi,4621,34.123755,51.106236,ADM1,1,1,0,,,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
bert_20250404023629,240016,20240101,1,872604,ria,709717,PPLA,Donetsk,Donets'k,655,Donets'ka,10139,37.80285,48.015884,ADM3,1,1,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bert_20250404023629,330481,20240101,4,"872607, 872632, 872639, 872640",ria,9115777,PPL,Fedorivka,Donets'k,655,Horlivs'ka,14516,38.002536,48.30608,ADM3,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bert_20250404023629,97148,20240101,2,"872609, 872626",ria,698740,PPLA,Odessa,Odessa,1800,Odes'ka,26260,30.731689,46.484213,ADM3,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bert_20250404023629,248756,20240101,2,"872610, 872636",ria,709930,PPLA,Dnipro,Dnipropetrovs'k,650,Dnipropetrovs'ka,9966,35.046181,48.464717,ADM3,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bert_20250404023629,214565,20240101,2,"872612, 872624",ria,706483,PPLA,Kharkiv,Kharkiv,1191,Kharkivs'ka,17850,36.231202,49.992167,ADM3,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bert_20250404023629,5127,20240101,1,872613,ria,687184,PPL,Kryvorizhzhya,Mykolayiv,1628,Novoodes'kyi,25916,31.767249,47.394622,ADM1,1,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
bert_20250404023629,263793,20240101,1,872616,ria,710771,PPL,Chorna Dolyna,Kherson,1195,Kakhovs'kyi,16943,33.481729,46.55783,ADM1,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bert_20250404023629,335274,20240101,1,872617,ria,10323759,PPLX,Cheremushky,Donets'k,655,Mariupol's'ka,22073,37.5056401,47.0755671,ADM3,1,0,0,,,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bert_20250404023629,240018,20240101,1,872619,ria,709717,PPLA,Donetsk,Donets'k,655,Donets'ka,10139,37.80285,48.015884,ADM3,1,1,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
bert_20250404023629,103565,20240101,1,872621,ria,699458,PPL,Novomykhailivka,Donets'k,655,Mar‹ns'kyi,21886,37.482978,47.853411,ADM3,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bert_20250404023629,14865,20240101,1,872622,ria,687700,PPLA,Zaporizhzhya,Zaporizhzhya,2730,Zaporiz'ka,41153,35.138851,47.838312,ADM3,1,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
bert_20250404023629,202831,20240101,1,872623,ria,706448,PPLA,Kherson,Kherson,1195,Khersons'ka,17890,32.614962,46.640319,ADM3,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bert_20250404023629,159440,20240101,1,872635,ria,703448,PPLC,Kyiv,Kiev City,1210,Shevchenkivs'kyi,33738,30.52355,50.450441,ADM3,1,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
bert_20250404023629,174276,20240101,1,892601,liveuamap,704422,PPLA2,Pokrovsk,Donets'k,655,Krasnoarmiis'kyi,18918,37.17015,48.29349,ADM3,1,0,0,,,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
bert_20250404023629,168858,20240101,10,"892602, 892603, 892605, 892606, 892607, 892608, 892609, 892611, 892612, 892613",liveuamap,703861,PPL,Krynky,Kherson,1195,Tsiurupyns'kyi,37995,33.11417,46.74311,ADM3,1,0,1,,,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
bert_20250404023629,168594,20240101,1,892604,liveuamap,703861,PPL,Krynky,Kherson,1195,Tsiurupyns'kyi,37995,33.11417,46.74311,ADM1,1,0,1,,,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
bert_20250404023629,39151,20240101,5,"892614, 892615, 892616, 892617, 892619",liveuamap,691608,PPLA3,Terny,Donets'k,655,Krasnolymans'kyi,18941,37.95948,49.09183,ADM3,1,1,0,,,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
bert_20250404023629,39275,20240101,1,892618,liveuamap,691608,PPLA3,Terny,Donets'k,655,Krasnolymans'kyi,18941,37.95948,49.09183,STREET,1,1,0,,,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
bert_20250404023629,39105,20240101,1,892620,liveuamap,691608,PPLA3,Terny,Donets'k,655,Krasnolymans'kyi,18941,37.95948,49.09183,ADM1,1,1,0,,,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
bert_20250404023629,327672,20240101,6,"892623, 892624, 892625, 892669, 892670, 892671",liveuamap,9114136,PPL,Andriivka,Donets'k,655,Artemivs'kyi,2372,37.96583,48.49703,ADM3,1,1,0,,,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
bert_20250404023629,327513,20240101,2,"892626, 892672",liveuamap,9114136,PPL,Andriivka,Donets'k,655,Artemivs'kyi,2372,37.96583,48.49703,ADM1,1,1,0,,,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
bert_20250404023629,103567,20240101,2,"892627, 892628",liveuamap,699458,PPL,Novomykhailivka,Donets'k,655,Mar‹ns'kyi,21886,37.48381,47.85175,ADM3,1,1,0,,,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
bert_20250404023629,102633,20240101,1,892629,liveuamap,699458,PPL,Novomykhailivka,Donets'k,655,Mar‹ns'kyi,21886,37.48381,47.85175,ADM1,1,1,0,,,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
bert_20250404023629,77631,20240101,8,"892632, 892633, 892634, 892673, 892674, 892675, 892676, 892677",liveuamap,695966,PPL,Piatykhatky,Zaporizhzhya,2730,Vasylivs'kyi,39200,35.45734,47.50606,ADM3,1,1,0,,,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
bert_20250404023629,18252,20240101,4,"892635, 892638, 892639, 892640",liveuamap,688261,PPL,Okhrimivka,Kharkiv,1191,Vovchans'kyi,39837,37.21378,50.33557,ADM3,1,1,0,,,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
bert_20250404023629,18279,20240101,1,892636,liveuamap,688261,PPL,Okhrimivka,Kharkiv,1191,Vovchans'kyi,39837,37.21378,50.33557,STREET,1,1,0,,,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
bert_20250404023629,18225,20240101,1,892637,liveuamap,688261,PPL,Okhrimivka,Kharkiv,1191,Vovchans'kyi,39837,37.21378,50.33557,ADM1,1,1,0,,,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
bert_20250404023629,257437,20240101,3,"892642, 892643, 892644",liveuamap,710750,PPL,Cherneshchyna,Kharkiv,1191,Borivs'kyi,5218,37.85837,49.30899,ADM3,1,1,0,,,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
bert_20250404023629,31929,20240101,2,"892646, 892648",liveuamap,690237,PPL,Velyka Novosilka,Donets'k,655,Velykonovosilkivs'kyi,39275,36.83098,47.84126,ADM3,1,1,0,,,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
bert_20250404023629,31761,20240101,1,892647,liveuamap,690237,PPL,Velyka Novosilka,Donets'k,655,Velykonovosilkivs'kyi,39275,36.83098,47.84126,ADM1,1,1,0,,,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
bert_20250404023629,86358,20240101,6,"892650, 892651, 892652, 892691, 892692, 892693",liveuamap,697562,PPL,Pervomaiske,Donets'k,655,Iasynuvats'kyi,14832,37.59178,48.09813,ADM3,1,1,0,,,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
bert_20250404023629,86163,20240101,2,"892653, 892694",liveuamap,697562,PPL,Pervomaiske,Donets'k,655,Iasynuvats'kyi,14832,37.59178,48.09813,ADM1,1,1,0,,,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
bert_20250404023629,141101,20240101,1,892657,liveuamap,702795,PPLX,Peremoha,Dnipropetrovs'k,650,Dnipropetrovs'ka,9966,35.096,48.42464,ADM3,1,0,0,,,0,0,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
bert_20250404023629,342773,20240101,1,892658,liveuamap,11776361,PPLH,Starosillia,Kiev,1209,Vyshhorods'kyi,39919,30.50835,50.60634,ADM1,1,0,0,,,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
bert_20250404023629,332428,20240101,1,892659,liveuamap,9869404,PPL,Veletenske,Kherson,1195,Bilozers'kyi,4625,32.38907,46.56687,ADM3,1,0,0,,,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
bert_20250404023629,136049,20240101,1,892660,liveuamap,702550,PPLA,Lviv,L'viv,1289,L'vivs'ka,19402,24.03276,49.83928,ADM3,1,1,0,,,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
bert_20250404023629,133074,20240101,1,892661,liveuamap,702550,PPLA,Lviv,L'viv,1289,L'vivs'ka,19402,24.03276,49.83928,ADM1,1,1,0,,,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
bert_20250404023629,349205,20240101,1,892662,liveuamap,,,,,,,,30.77511,46.47273,ADM3,1,0,0,,,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
bert_20250404023629,141099,20240101,1,892663,liveuamap,702795,PPLX,Peremoha,Dnipropetrovs'k,650,Dnipropetrovs'ka,9966,35.09651,48.43372,ADM3,1,0,0,,,0,0,0,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
bert_20250404023629,349206,20240101,1,892664,liveuamap,,,,,,,,30.76481,46.48456,ADM3,1,0,0,,,0,0,1,0,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
bert_20250404023629,240013,20240101,1,892665,liveuamap,709717,PPLA,Donetsk,Donets'k,655,Donets'ka,10139,37.80382,48.00358,ADM3,1,0,0,,,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
bert_20250404023629,97156,20240101,1,892666,liveuamap,698740,PPLA,Odessa,Odessa,1800,Odes'ka,26260,30.7382,46.48267,ADM3,1,0,0,,,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
bert_20250404023629,84782,20240101,1,892667,liveuamap,697218,PPL,Pylypy,Khmel'nyts'kyy,1196,Krasylivs'kyi,18965,26.82313,49.70644,ADM1,1,0,0,,,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
bert_20250404023629,321635,20240101,1,892668,liveuamap,9112310,PPL,Troianda,Donets'k,655,Krasnoarmiis'kyi,18918,37.15714,48.27028,ADM3,1,1,0,,,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
bert_20250404023629,253243,20240101,2,"892678, 892679",liveuamap,710516,PPL,Chervonyi Maiak,Kherson,1195,Beryslavs'kyi,4444,33.59997,46.95212,ADM3,1,1,0,,,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
bert_20250404023629,269604,20240101,5,"892683, 892685, 892687, 892689, 892690",liveuamap,711840,PPL,Bolohivka,Kharkiv,1191,Dvorichans'kyi,10500,37.80378,50.05228,ADM3,1,1,0,,,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
